cli-0,cli-0,cli-1,cli-1,cli-2,cli-2
wavelength,counts,wavelength,counts,wavelength,counts
716.093741443149,100,716.093741443149,140,716.093741443149,120
716.5108212757852,190,716.5108212757852,90,716.5108212757852,90
716.9278856591285,220,716.9278856591285,150,716.9278856591285,80
717.34493457035,180,717.34493457035,90,717.34493457035,70
717.761967986621,190,717.761967986621,120,717.761967986621,60
718.1789858851129,230,718.1789858851129,90,718.1789858851129,60
718.5959882429968,160,718.5959882429968,100,718.5959882429968,110
719.0129750374441,110,719.0129750374441,50,719.0129750374441,70
719.429946245626,180,719.429946245626,150,719.429946245626,80
719.8469018447138,240,719.8469018447138,110,719.8469018447138,90
720.2638418118788,180,720.2638418118788,100,720.2638418118788,140
720.6807661242922,220,720.6807661242922,100,720.6807661242922,50
721.0976747591254,230,721.0976747591254,140,721.0976747591254,80
721.5145676935496,180,721.5145676935496,110,721.5145676935496,30
721.9314449047359,130,721.9314449047359,150,721.9314449047359,170
722.3483063698559,190,722.3483063698559,90,722.3483063698559,140
722.7651520660806,220,722.7651520660806,110,722.7651520660806,130
723.1819819705815,230,723.1819819705815,150,723.1819819705815,160
723.5987960605296,210,723.5987960605296,170,723.5987960605296,140
724.0155943130965,260,724.0155943130965,230,724.0155943130965,160
724.4323767054532,280,724.4323767054532,160,724.4323767054532,70
724.849143214771,240,724.849143214771,150,724.849143214771,130
725.2658938182213,180,725.2658938182213,100,725.2658938182213,40
725.6826284929753,230,725.6826284929753,90,725.6826284929753,100
726.0993472162043,290,726.0993472162043,170,726.0993472162043,110
726.5160499650796,310,726.5160499650796,110,726.5160499650796,60
726.9327367167723,250,726.9327367167723,160,726.9327367167723,120
727.3494074484539,290,727.3494074484539,180,727.3494074484539,130
727.7660621372956,200,727.7660621372956,180,727.7660621372956,70
728.1827007604686,260,728.1827007604686,150,728.1827007604686,80
728.5993232951441,340,728.5993232951441,200,728.5993232951441,130
729.0159297184937,190,729.0159297184937,150,729.0159297184937,70
729.4325200076883,340,729.4325200076883,250,729.4325200076883,130
729.8490941398994,350,729.8490941398994,180,729.8490941398994,90
730.2656520922982,270,730.2656520922982,190,730.2656520922982,100
730.682193842056,330,730.682193842056,250,730.682193842056,140
731.098719366344,260,731.098719366344,180,731.098719366344,70
731.5152286423336,370,731.5152286423336,180,731.5152286423336,130
731.9317216471958,340,731.9317216471958,200,731.9317216471958,120
732.3481983581022,340,732.3481983581022,200,732.3481983581022,170
732.7646587522239,340,732.7646587522239,170,732.7646587522239,150
733.1811028067323,360,733.1811028067323,220,733.1811028067323,150
733.5975304987985,370,733.5975304987985,230,733.5975304987985,170
734.0139418055938,380,734.0139418055938,260,734.0139418055938,140
734.4303367042896,400,734.4303367042896,280,734.4303367042896,170
734.8467151720571,500,734.8467151720571,270,734.8467151720571,220
735.2630771860676,430,735.2630771860676,220,735.2630771860676,120
735.6794227234923,410,735.6794227234923,260,735.6794227234923,150
736.0957517615025,450,736.0957517615025,300,736.0957517615025,90
736.5120642772695,490,736.5120642772695,320,736.5120642772695,230
736.9283602479645,510,736.9283602479645,200,736.9283602479645,150
737.3446396507588,520,737.3446396507588,270,737.3446396507588,200
737.7609024628238,550,737.7609024628238,370,737.7609024628238,230
738.1771486613306,480,738.1771486613306,270,738.1771486613306,210
738.5933782234506,520,738.5933782234506,310,738.5933782234506,240
739.009591126355,620,739.009591126355,370,739.009591126355,220
739.4257873472152,580,739.4257873472152,290,739.4257873472152,180
739.8419668632022,560,739.8419668632022,270,739.8419668632022,200
740.2581296514875,620,740.2581296514875,330,740.2581296514875,200
740.6742756892422,590,740.6742756892422,380,740.6742756892422,290
741.0904049536379,600,741.0904049536379,360,741.0904049536379,230
741.5065174218455,740,741.5065174218455,410,741.5065174218455,220
741.9226130710364,630,741.9226130710364,380,741.9226130710364,190
742.338691878382,690,742.338691878382,380,742.338691878382,270
742.7547538210533,770,742.7547538210533,460,742.7547538210533,330
743.1707988762219,770,743.1707988762219,480,743.1707988762219,270
743.5868270210588,750,743.5868270210588,460,743.5868270210588,240
744.0028382327354,790,744.0028382327354,430,744.0028382327354,230
744.418832488423,750,744.418832488423,500,744.418832488423,270
744.8348097652928,910,744.8348097652928,480,744.8348097652928,290
745.250770040516,910,745.250770040516,610,745.250770040516,340
745.6667132912642,830,745.6667132912642,560,745.6667132912642,360
746.0826394947082,1080,746.0826394947082,560,746.0826394947082,370
746.4985486280198,1010,746.4985486280198,520,746.4985486280198,300
746.9144406683697,1140,746.9144406683697,700,746.9144406683697,310
747.3303155929295,1030,747.3303155929295,700,747.3303155929295,360
747.7461733788706,1120,747.7461733788706,600,747.7461733788706,290
748.162014003364,1170,748.162014003364,630,748.162014003364,330
748.5778374435811,1140,748.5778374435811,610,748.5778374435811,370
748.9936436766931,1270,748.9936436766931,740,748.9936436766931,360
749.4094326798713,1310,749.4094326798713,670,749.4094326798713,360
749.825204430287,1350,749.825204430287,690,749.825204430287,420
750.2409589051115,1450,750.2409589051115,780,750.2409589051115,450
750.656696081516,1360,750.656696081516,770,750.656696081516,560
751.0724159366719,1390,751.0724159366719,800,751.0724159366719,360
751.4881184477503,1650,751.4881184477503,920,751.4881184477503,530
751.9038035919225,1720,751.9038035919225,990,751.9038035919225,550
752.3194713463599,1660,752.3194713463599,940,752.3194713463599,500
752.7351216882337,1750,752.7351216882337,980,752.7351216882337,520
753.1507545947152,1770,753.1507545947152,880,753.1507545947152,520
753.5663700429754,1810,753.5663700429754,1120,753.5663700429754,570
753.981968010186,2100,753.981968010186,1090,753.981968010186,560
754.3975484735181,1970,754.3975484735181,1070,754.3975484735181,630
754.8131114101429,2150,754.8131114101429,1190,754.8131114101429,590
755.2286567972318,2110,755.2286567972318,1320,755.2286567972318,680
755.644184611956,2210,755.644184611956,1280,755.644184611956,680
756.0596948314867,2330,756.0596948314867,1350,756.0596948314867,780
756.4751874329952,2550,756.4751874329952,1450,756.4751874329952,750
756.890662393653,2630,756.890662393653,1460,756.890662393653,710
757.306119690631,2650,757.306119690631,1520,757.306119690631,720
757.7215593011008,2610,757.7215593011008,1400,757.7215593011008,780
758.1369812022334,2610,758.1369812022334,1650,758.1369812022334,820
758.5523853712002,3040,758.5523853712002,1740,758.5523853712002,950
758.9677717851725,2890,758.9677717851725,1720,758.9677717851725,990
759.3831404213217,3200,759.3831404213217,1730,759.3831404213217,910
759.7984912568188,3360,759.7984912568188,1890,759.7984912568188,990
760.2138242688352,3310,760.2138242688352,1860,760.2138242688352,1080
760.6291394345421,3510,760.6291394345421,2020,760.6291394345421,1090
761.0444367311109,3540,761.0444367311109,2170,761.0444367311109,1060
761.4597161357128,3790,761.4597161357128,2110,761.4597161357128,1090
761.8749776255191,3810,761.8749776255191,2250,761.8749776255191,1090
762.290221177701,4030,762.290221177701,2460,762.290221177701,1220
762.70544676943,3970,762.70544676943,2540,762.70544676943,1250
763.1206543778769,4270,763.1206543778769,2590,763.1206543778769,1430
763.5358439802135,4440,763.5358439802135,2800,763.5358439802135,1290
763.9510155536107,4430,763.9510155536107,2790,763.9510155536107,1470
764.36616907524,4680,764.36616907524,2790,764.36616907524,1600
764.7813045222725,4980,764.7813045222725,3040,764.7813045222725,1570
765.1964218718797,5140,765.1964218718797,3210,765.1964218718797,1760
765.6115211012326,5280,765.6115211012326,3170,765.6115211012326,1790
766.0266021875026,5330,766.0266021875026,3320,766.0266021875026,1670
766.441665107861,5540,766.441665107861,3410,766.441665107861,1770
766.8567098394791,5840,766.8567098394791,3430,766.8567098394791,1970
767.2717363595281,5770,767.2717363595281,3610,767.2717363595281,1920
767.6867446451791,6170,767.6867446451791,3620,767.6867446451791,1900
768.1017346736038,6490,768.1017346736038,3630,768.1017346736038,1970
768.5167064219731,6680,768.5167064219731,4020,768.5167064219731,2130
768.9316598674585,6880,768.9316598674585,4100,768.9316598674585,2360
769.3465949872311,7140,769.3465949872311,4350,769.3465949872311,2450
769.7615117584623,7360,769.7615117584623,4190,769.7615117584623,2240
770.1764101583233,7270,770.1764101583233,4740,770.1764101583233,2460
770.5912901639854,7690,770.5912901639854,4670,770.5912901639854,2600
771.0061517526199,8030,771.0061517526199,4830,771.0061517526199,2600
771.420994901398,8190,771.420994901398,5140,771.420994901398,2610
771.835819587491,8850,771.835819587491,5360,771.835819587491,2900
772.2506257880701,8870,772.2506257880701,5390,772.2506257880701,2780
772.6654134803068,9120,772.6654134803068,5650,772.6654134803068,2860
773.0801826413722,9370,773.0801826413722,5920,773.0801826413722,3200
773.4949332484375,9860,773.4949332484375,6240,773.4949332484375,3220
773.9096652786741,10410,773.9096652786741,6430,773.9096652786741,3440
774.3243787092533,10370,774.3243787092533,6530,774.3243787092533,3470
774.7390735173462,10380,774.7390735173462,6810,774.7390735173462,3480
775.1537496801243,11230,775.1537496801243,6850,775.1537496801243,3780
775.5684071747587,11560,775.5684071747587,7220,775.5684071747587,4040
775.9830459784208,12160,775.9830459784208,7440,775.9830459784208,3930
776.3976660682818,12350,776.3976660682818,7780,776.3976660682818,4430
776.8122674215128,12610,776.8122674215128,7970,776.8122674215128,4420
