cli-0,cli-0,cli-1,cli-1,cli-2,cli-2
wavelength,counts,wavelength,counts,wavelength,counts
777.2268500152854,13160,777.2268500152854,8410,777.2268500152854,4450
777.6414138267708,13980,777.6414138267708,8380,777.6414138267708,4690
778.05595883314,13650,778.05595883314,8900,778.05595883314,4920
778.4704850115646,14520,778.4704850115646,9350,778.4704850115646,5100
778.8849923392156,15040,778.8849923392156,9900,778.8849923392156,5370
779.2994807932646,15910,779.2994807932646,10110,779.2994807932646,5400
779.7139503508826,16060,779.7139503508826,10250,779.7139503508826,5760
780.1284009892408,17060,780.1284009892408,10570,780.1284009892408,5870
780.5428326855108,17390,780.5428326855108,11090,780.5428326855108,6290
780.9572454168635,17920,780.9572454168635,11600,780.9572454168635,6230
781.3716391604705,18060,781.3716391604705,11750,781.3716391604705,6740
781.786013893503,19420,781.786013893503,12070,781.786013893503,7020
782.2003695931321,19330,782.2003695931321,12700,782.2003695931321,7320
782.6147062365293,20150,782.6147062365293,13300,782.6147062365293,7530
783.0290238008656,21000,783.0290238008656,13450,783.0290238008656,7870
783.4433222633126,21620,783.4433222633126,14150,783.4433222633126,8090
783.8576016010412,22370,783.8576016010412,14620,783.8576016010412,8430
784.271861791223,23170,784.271861791223,14970,784.271861791223,8630
784.6861028110291,24000,784.6861028110291,15080,784.6861028110291,8640
785.1003246376308,24530,785.1003246376308,16240,785.1003246376308,9270
785.5145272481994,25370,785.5145272481994,16530,785.5145272481994,9570
785.9287106199063,25530,785.9287106199063,17090,785.9287106199063,9790
786.3428747299224,27070,786.3428747299224,17480,786.3428747299224,10080
786.7570195554193,27730,786.7570195554193,18450,786.7570195554193,10560
787.1711450735683,28490,787.1711450735683,18890,787.1711450735683,11030
787.5852512615404,29310,787.5852512615404,19570,787.5852512615404,11280
787.999338096507,30280,787.999338096507,20750,787.999338096507,11610
788.4134055556394,31180,788.4134055556394,20630,788.4134055556394,12000
788.827453616109,32250,788.827453616109,21880,788.827453616109,12480
789.2414822550868,32300,789.2414822550868,22160,789.2414822550868,13030
789.6554914497442,33740,789.6554914497442,22820,789.6554914497442,13480
790.0694811772526,34040,790.0694811772526,23590,790.0694811772526,13980
790.4834514147831,35450,790.4834514147831,24490,790.4834514147831,14050
790.8974021395069,35870,790.8974021395069,24590,790.8974021395069,14610
791.3113333285955,37730,791.3113333285955,25150,791.3113333285955,15000
791.72524495922,38080,791.72524495922,26350,791.72524495922,15910
792.1391370085519,39520,792.1391370085519,27500,792.1391370085519,15970
792.5530094537621,39880,792.5530094537621,27970,792.5530094537621,16650
792.9668622720222,40460,792.9668622720222,28090,792.9668622720222,17190
793.3806954405034,42150,793.3806954405034,29290,793.3806954405034,17820
793.7945089363769,43100,793.7945089363769,29300,793.7945089363769,17790
794.208302736814,43390,794.208302736814,30180,794.208302736814,18620
794.6220768189859,43680,794.6220768189859,31010,794.6220768189859,19440
795.035831160064,44720,795.035831160064,32750,795.035831160064,19790
795.4495657372195,45570,795.4495657372195,32780,795.4495657372195,20160
795.8632805276237,47280,795.8632805276237,33730,795.8632805276237,20660
796.2769755084479,47630,796.2769755084479,34440,796.2769755084479,21890
796.6906506568632,48590,796.6906506568632,35740,796.6906506568632,21500
797.1043059500412,49420,797.1043059500412,36690,797.1043059500412,22740
797.5179413651529,50270,797.5179413651529,37010,797.5179413651529,23390
797.9315568793695,51630,797.9315568793695,37570,797.9315568793695,23600
798.3451524698626,52400,798.3451524698626,38320,798.3451524698626,23890
798.7587281138032,53370,798.7587281138032,39510,798.7587281138032,24940
799.1722837883627,54400,799.1722837883627,40620,799.1722837883627,25800
799.5858194707123,54340,799.5858194707123,40720,799.5858194707123,26030
799.9993351380233,55360,799.9993351380233,41440,799.9993351380233,26280
800.4128307674671,55600,800.4128307674671,42480,800.4128307674671,27590
800.8263063362148,56410,800.8263063362148,43880,800.8263063362148,27480
801.2397618214377,56920,801.2397618214377,44270,801.2397618214377,28060
801.653197200307,57460,801.653197200307,44560,801.653197200307,28720
802.0666124499942,58370,802.0666124499942,46090,802.0666124499942,29360
802.4800075476704,58720,802.4800075476704,45760,802.4800075476704,30260
802.8933824705068,59080,802.8933824705068,46790,802.8933824705068,30420
803.3067371956749,60090,803.3067371956749,47040,803.3067371956749,30800
803.7200717003459,61600,803.7200717003459,49470,803.7200717003459,32020
804.133385961691,61450,804.133385961691,48650,804.133385961691,32250
804.5466799568815,61830,804.5466799568815,50020,804.5466799568815,32990
804.9599536630886,62430,804.9599536630886,49950,804.9599536630886,33000
805.3732070574838,62130,805.3732070574838,50810,805.3732070574838,33690
805.7864401172382,62810,805.7864401172382,50660,805.7864401172382,33960
806.199652819523,63490,806.199652819523,51690,806.199652819523,34910
806.6128451415095,63270,806.6128451415095,52450,806.6128451415095,35410
807.0260170603691,63360,807.0260170603691,52910,807.0260170603691,35760
807.439168553273,64640,807.439168553273,53130,807.439168553273,35650
807.8522995973925,65080,807.8522995973925,53850,807.8522995973925,36510
808.2654101698988,64390,808.2654101698988,54380,808.2654101698988,36500
808.6785002479633,65080,808.6785002479633,54620,808.6785002479633,37270
809.0915698087572,64220,809.0915698087572,54970,809.0915698087572,37050
809.5046188294516,64550,809.5046188294516,55120,809.5046188294516,38080
809.9176472872182,64390,809.9176472872182,55420,809.9176472872182,38000
810.3306551592277,64490,810.3306551592277,55270,810.3306551592277,38050
810.7436424226519,64930,810.7436424226519,55420,810.7436424226519,38680
811.1566090546619,64420,811.1566090546619,55630,811.1566090546619,38240
811.5695550324288,63820,811.5695550324288,55770,811.5695550324288,38450
811.9824803331239,63880,811.9824803331239,56050,811.9824803331239,39120
812.3953849339188,64230,812.3953849339188,55550,812.3953849339188,39030
812.8082688119844,63350,812.8082688119844,55750,812.8082688119844,38970
813.2211319444922,63250,813.2211319444922,55720,813.2211319444922,39540
813.6339743086132,63500,813.6339743086132,56130,813.6339743086132,39280
814.0467958815191,62730,814.0467958815191,55350,814.0467958815191,39050
814.4595966403808,62450,814.4595966403808,54760,814.4595966403808,39380
814.8723765623697,61690,814.8723765623697,54890,814.8723765623697,38910
815.2851356246572,60960,815.2851356246572,55180,815.2851356246572,39560
815.6978738044143,61150,815.6978738044143,54700,815.6978738044143,38810
816.1105910788125,60750,816.1105910788125,53890,816.1105910788125,38360
816.5232874250229,60760,816.5232874250229,53500,816.5232874250229,38230
816.9359628202169,60480,816.9359628202169,53680,816.9359628202169,38620
817.3486172415658,59400,817.3486172415658,53680,817.3486172415658,38440
817.7612506662408,59550,817.7612506662408,52820,817.7612506662408,37810
818.173863071413,58440,818.173863071413,52000,818.173863071413,37220
818.586454434254,57780,818.586454434254,52230,818.586454434254,37550
818.9990247319349,56900,818.9990247319349,51380,818.9990247319349,37330
819.4115739416271,56840,819.4115739416271,51330,819.4115739416271,36970
819.8241020405017,55330,819.8241020405017,50900,819.8241020405017,36340
820.23660900573,54530,820.23660900573,50330,820.23660900573,36060
820.6490948144833,54730,820.6490948144833,48970,820.6490948144833,35730
821.0615594439329,54090,821.0615594439329,49380,821.0615594439329,35790
821.47400287125,52530,821.47400287125,48840,821.47400287125,35340
821.886425073606,52850,821.886425073606,48630,821.886425073606,34790
822.2988260281721,51720,822.2988260281721,47490,822.2988260281721,33740
822.7112057121196,51040,822.7112057121196,46840,822.7112057121196,33650
823.1235641026198,50240,823.1235641026198,46800,823.1235641026198,33350
823.5359011768437,49810,823.5359011768437,45360,823.5359011768437,33200
823.948216911963,49580,823.948216911963,45200,823.948216911963,32310
824.3605112851486,48580,824.3605112851486,44250,824.3605112851486,31750
824.772784273572,48370,824.772784273572,44370,824.772784273572,31680
825.1850358544044,46880,825.1850358544044,44130,825.1850358544044,31400
825.5972660048171,46500,825.5972660048171,42860,825.5972660048171,31220
826.0094747019814,45590,826.0094747019814,42610,826.0094747019814,30490
826.4216619230683,45360,826.4216619230683,41550,826.4216619230683,30550
826.8338276452496,44500,826.8338276452496,40640,826.8338276452496,30270
827.245971845696,44190,827.245971845696,40450,827.245971845696,29720
827.6580945015792,43580,827.6580945015792,39900,827.6580945015792,28860
828.0701955900702,42130,828.0701955900702,39150,828.0701955900702,28560
828.4822750883404,41670,828.4822750883404,38830,828.4822750883404,28080
828.8943329735612,41260,828.8943329735612,37850,828.8943329735612,27630
829.3063692229035,40880,829.3063692229035,37700,829.3063692229035,27590
829.7183838135389,39550,829.7183838135389,36510,829.7183838135389,26870
830.1303767226386,39670,830.1303767226386,36310,830.1303767226386,27300
830.5423479273738,37790,830.5423479273738,35900,830.5423479273738,26730
830.9542974049158,37750,830.9542974049158,34260,830.9542974049158,25800
831.3662251324358,36770,831.3662251324358,34490,831.3662251324358,25650
831.7781310871054,35860,831.7781310871054,34340,831.7781310871054,25340
832.1900152460954,35670,832.1900152460954,33770,832.1900152460954,24690
832.6018775865774,35330,832.6018775865774,33130,832.6018775865774,24470
833.0137180857226,34610,833.0137180857226,32320,833.0137180857226,23810
833.4255367207022,34050,833.4255367207022,31560,833.4255367207022,23240
833.8373334686876,33330,833.8373334686876,31090,833.8373334686876,23130
834.2491083068498,33020,834.2491083068498,30700,834.2491083068498,22590
834.6608612123605,31650,834.6608612123605,30280,834.6608612123605,21950
835.0725921623905,31300,835.0725921623905,29770,835.0725921623905,21350
835.4843011341114,30790,835.4843011341114,29480,835.4843011341114,21630
835.8959881046944,29870,835.8959881046944,28320,835.8959881046944,20850
836.3076530513108,29530,836.3076530513108,28490,836.3076530513108,20860
836.7192959511317,29360,836.7192959511317,27080,836.7192959511317,20080
837.1309167813286,28700,837.1309167813286,26960,837.1309167813286,19420
837.5425155190726,27530,837.5425155190726,26050,837.5425155190726,19260
837.954092141535,27150,837.954092141535,25480,837.954092141535,18670
838.3656466258872,26920,838.3656466258872,25340,838.3656466258872,18270
838.7771789493004,26280,838.7771789493004,24400,838.7771789493004,18240
839.1886890889458,25500,839.1886890889458,24300,839.1886890889458,17720
839.6001770219947,24930,839.6001770219947,23310,839.6001770219947,17290
840.0116427256185,24220,840.0116427256185,23210,840.0116427256185,16790
840.4230861769882,23520,840.4230861769882,22600,840.4230861769882,16390
840.8345073532753,23390,840.8345073532753,22000,840.8345073532753,16130
841.2459062316511,22680,841.2459062316511,21710,841.2459062316511,15520
841.6572827892867,22480,841.6572827892867,21260,841.6572827892867,15260
842.0686370033535,21590,842.0686370033535,20490,842.0686370033535,14610
842.4799688510227,21130,842.4799688510227,20500,842.4799688510227,14770
842.8912783094656,21150,842.8912783094656,19510,842.8912783094656,14010
843.3025653558536,20160,843.3025653558536,19470,843.3025653558536,13820
843.7138299673577,19240,843.7138299673577,18900,843.7138299673577,13710
844.1250721211493,19310,844.1250721211493,18950,844.1250721211493,13080
844.5362917943999,18840,844.5362917943999,18100,844.5362917943999,13150
844.9474889642803,18110,844.9474889642803,17370,844.9474889642803,12750
845.3586636079622,17890,845.3586636079622,16860,845.3586636079622,12420
845.7698157026166,17530,845.7698157026166,16460,845.7698157026166,11890
846.1809452254149,16980,846.1809452254149,16010,846.1809452254149,11500
846.5920521535284,16360,846.5920521535284,15640,846.5920521535284,11060
847.0031364641284,15850,847.0031364641284,15350,847.0031364641284,10730
847.414198134386,15970,847.414198134386,15040,847.414198134386,10830
847.8252371414725,15400,847.8252371414725,14790,847.8252371414725,10510
848.2362534625593,15320,848.2362534625593,13780,848.2362534625593,9780
848.6472470748176,14960,848.6472470748176,14120,848.6472470748176,9790
849.0582179554187,14500,849.0582179554187,13130,849.0582179554187,9570
849.4691660815339,13740,849.4691660815339,13260,849.4691660815339,9140
849.8800914303343,14050,849.8800914303343,12970,849.8800914303343,8910
850.2909939789914,13100,850.2909939789914,12440,850.2909939789914,8740
850.7018737046764,12410,850.7018737046764,12000,850.7018737046764,8400
851.1127305845605,12340,851.1127305845605,11830,851.1127305845605,8300
851.5235645958151,12050,851.5235645958151,11390,851.5235645958151,8240
851.9343757156112,11800,851.9343757156112,10960,851.9343757156112,7880
852.3451639211203,11130,852.3451639211203,10730,852.3451639211203,7310
852.7559291895137,11170,852.7559291895137,10430,852.7559291895137,7350
853.1666714979626,10780,853.1666714979626,9970,853.1666714979626,7070
853.5773908236383,10260,853.5773908236383,10250,853.5773908236383,7180
853.9880871437119,10280,853.9880871437119,9710,853.9880871437119,6650
854.3987604353549,10180,854.3987604353549,9470,854.3987604353549,6420
854.8094106757387,9770,854.8094106757387,9040,854.8094106757387,6270
855.2200378420341,9190,855.2200378420341,8780,855.2200378420341,6050
855.6306419114128,8960,855.6306419114128,8500,855.6306419114128,5970
856.0412228610458,8860,856.0412228610458,8010,856.0412228610458,5740
856.4517806681044,8600,856.4517806681044,8220,856.4517806681044,5330
856.8623153097601,8200,856.8623153097601,7660,856.8623153097601,5430
857.272826763184,8000,857.272826763184,7700,857.272826763184,5210
857.6833150055475,7960,857.6833150055475,7110,857.6833150055475,5330
858.0937800140216,7450,858.0937800140216,7250,858.0937800140216,4740
858.5042217657777,7460,858.5042217657777,6850,858.5042217657777,4680
858.9146402379872,7200,858.9146402379872,6700,858.9146402379872,4490
859.3250354078214,7160,859.3250354078214,6520,859.3250354078214,4380
859.7354072524513,6550,859.7354072524513,6420,859.7354072524513,4450
860.1457557490484,6690,860.1457557490484,6010,860.1457557490484,4080
860.5560808747838,6520,860.5560808747838,6040,860.5560808747838,4190
860.9663826068289,6320,860.9663826068289,5590,860.9663826068289,3790
861.3766609223551,6040,861.3766609223551,5610,861.3766609223551,3690
861.7869157985333,5900,861.7869157985333,5260,861.7869157985333,3710
862.1971472125351,5850,862.1971472125351,5360,862.1971472125351,3420
862.6073551415317,5850,862.6073551415317,5270,862.6073551415317,3390
863.0175395626943,5410,863.0175395626943,4880,863.0175395626943,3250
863.4277004531941,5070,863.4277004531941,4870,863.4277004531941,3190
863.8378377902027,4850,863.8378377902027,4740,863.8378377902027,3020
864.247951550891,4930,864.247951550891,4640,864.247951550891,3160
864.6580417124303,5060,864.6580417124303,4110,864.6580417124303,2970
865.0681082519922,4610,865.0681082519922,4240,865.0681082519922,3110
865.4781511467477,4630,865.4781511467477,3920,865.4781511467477,2870
865.8881703738681,4480,865.8881703738681,3910,865.8881703738681,2560
866.2981659105247,4080,866.2981659105247,3870,866.2981659105247,2740
866.7081377338889,4020,866.7081377338889,3710,866.7081377338889,2540
867.1180858211318,4010,867.1180858211318,3530,867.1180858211318,2510
867.5280101494246,3940,867.5280101494246,3440,867.5280101494246,2410
867.9379106959389,3830,867.9379106959389,3390,867.9379106959389,2350
868.3477874378457,3810,868.3477874378457,3350,868.3477874378457,2220
868.7576403523162,3660,868.7576403523162,3020,868.7576403523162,2290
869.167469416522,3550,869.167469416522,3160,869.167469416522,2110
869.5772746076341,3380,869.5772746076341,3040,869.5772746076341,2020
869.9870559028238,3100,869.9870559028238,3010,869.9870559028238,2010
870.3968132792625,3150,870.3968132792625,2740,870.3968132792625,1910
870.8065467141214,3070,870.8065467141214,2640,870.8065467141214,1830
871.2162561845718,3000,871.2162561845718,2770,871.2162561845718,1820
871.6259416677849,2800,871.6259416677849,2490,871.6259416677849,1610
872.0356031409319,2910,872.0356031409319,2470,872.0356031409319,1680
872.4452405811844,2790,872.4452405811844,2480,872.4452405811844,1690
872.8548539657133,2930,872.8548539657133,2370,872.8548539657133,1660
873.2644432716902,2520,873.2644432716902,2280,873.2644432716902,1550
873.6740084762862,2550,873.6740084762862,2250,873.6740084762862,1630
874.0835495566724,2460,874.0835495566724,2160,874.0835495566724,1570
874.4930664900203,2380,874.4930664900203,1990,874.4930664900203,1450
874.9025592535013,2350,874.9025592535013,2150,874.9025592535013,1300
875.3120278242864,2340,875.3120278242864,2100,875.3120278242864,1460
875.7214721795468,2110,875.7214721795468,2030,875.7214721795468,1270
876.1308922964541,2200,876.1308922964541,2000,876.1308922964541,1290
876.5402881521794,2060,876.5402881521794,1870,876.5402881521794,1330
876.949659723894,2080,876.949659723894,1920,876.949659723894,1210
877.3590069887691,2220,877.3590069887691,1770,877.3590069887691,1150
877.768329923976,1990,877.768329923976,1560,877.768329923976,1060
878.177628506686,1740,878.177628506686,1640,878.177628506686,1100
878.5869027140704,1900,878.5869027140704,1550,878.5869027140704,1130
878.9961525233005,1790,878.9961525233005,1590,878.9961525233005,940
879.4053779115475,1790,879.4053779115475,1500,879.4053779115475,910
879.8145788559826,1780,879.8145788559826,1370,879.8145788559826,900
880.2237553337773,1730,880.2237553337773,1500,880.2237553337773,1030
880.6329073221027,1520,880.6329073221027,1400,880.6329073221027,910
881.04203479813,1500,881.04203479813,1330,881.04203479813,850
881.4511377390306,1550,881.4511377390306,1290,881.4511377390306,890
881.8602161219758,1300,881.8602161219758,1160,881.8602161219758,740
882.2692699241368,1560,882.2692699241368,1320,882.2692699241368,770
882.6782991226848,1290,882.6782991226848,1090,882.6782991226848,710
883.0873036947912,1240,883.0873036947912,1220,883.0873036947912,840
883.4962836176273,1420,883.4962836176273,1040,883.4962836176273,810
883.9052388683643,1280,883.9052388683643,1110,883.9052388683643,740
884.3141694241735,1210,884.3141694241735,1050,884.3141694241735,660
884.7230752622261,1290,884.7230752622261,980,884.7230752622261,680
885.1319563596935,1290,885.1319563596935,1050,885.1319563596935,760
885.5408126937468,1320,885.5408126937468,1010,885.5408126937468,660
885.9496442415574,1160,885.9496442415574,1000,885.9496442415574,750
886.3584509802965,1190,886.3584509802965,1010,886.3584509802965,700
886.7672328871356,1210,886.7672328871356,930,886.7672328871356,590
887.1759899392455,1040,887.1759899392455,870,887.1759899392455,700
887.584722113798,990,887.584722113798,820,887.584722113798,560
887.9934293879639,940,887.9934293879639,840,887.9934293879639,570
888.4021117389149,900,888.4021117389149,900,888.4021117389149,690
888.810769143822,1060,888.810769143822,830,888.810769143822,600
889.2194015798565,1040,889.2194015798565,820,889.2194015798565,510
889.6280090241899,960,889.6280090241899,710,889.6280090241899,470
890.036591453993,970,890.036591453993,730,890.036591453993,530
890.4451488464375,1000,890.4451488464375,870,890.4451488464375,630
890.8536811786946,910,890.8536811786946,800,890.8536811786946,490
891.2621884279354,800,891.2621884279354,730,891.2621884279354,550
891.6706705713314,930,891.6706705713314,730,891.6706705713314,560
892.0791275860536,930,892.0791275860536,730,892.0791275860536,530
892.4875594492735,730,892.4875594492735,730,892.4875594492735,470
892.8959661381623,770,892.8959661381623,670,892.8959661381623,440
893.3043476298913,810,893.3043476298913,730,893.3043476298913,400
893.7127039016316,680,893.7127039016316,520,893.7127039016316,500
894.1210349305546,800,894.1210349305546,680,894.1210349305546,500
894.5293406938317,660,894.5293406938317,570,894.5293406938317,360
894.937621168634,760,894.937621168634,570,894.937621168634,400
895.3458763321329,760,895.3458763321329,530,895.3458763321329,420
895.7541061614995,750,895.7541061614995,580,895.7541061614995,460
896.1623106339052,670,896.1623106339052,500,896.1623106339052,410
896.5704897265213,710,896.5704897265213,590,896.5704897265213,460
896.9786434165189,700,896.9786434165189,590,896.9786434165189,430
897.3867716810695,660,897.3867716810695,500,897.3867716810695,410
897.7948744973442,680,897.7948744973442,650,897.7948744973442,380
898.2029518425143,600,898.2029518425143,550,898.2029518425143,370
898.6110036937512,660,898.6110036937512,500,898.6110036937512,380
899.019030028226,550,899.019030028226,450,899.019030028226,340
899.42703082311,630,899.42703082311,510,899.42703082311,300
899.8350060555746,590,899.8350060555746,530,899.8350060555746,290
900.242955702791,580,900.242955702791,410,900.242955702791,280
900.6508797419303,500,900.6508797419303,350,900.6508797419303,220
901.0587781501642,400,901.0587781501642,350,901.0587781501642,280
901.4666509046635,480,901.4666509046635,400,901.4666509046635,320
901.8744979825998,490,901.8744979825998,390,901.8744979825998,240
902.2823193611441,430,902.2823193611441,360,902.2823193611441,330
902.690115017468,490,902.690115017468,370,902.690115017468,260
903.0978849287425,460,903.0978849287425,350,903.0978849287425,300
903.505629072139,440,903.505629072139,420,903.505629072139,280
903.9133474248285,460,903.9133474248285,290,903.9133474248285,210
904.3210399639829,450,904.3210399639829,310,904.3210399639829,220
904.7287066667728,480,904.7287066667728,420,904.7287066667728,300
905.1363475103699,450,905.1363475103699,400,905.1363475103699,230
905.5439624719453,470,905.5439624719453,370,905.5439624719453,280
905.9515515286703,390,905.9515515286703,410,905.9515515286703,200
906.3591146577162,420,906.3591146577162,340,906.3591146577162,310
906.7666518362541,390,906.7666518362541,400,906.7666518362541,270
907.1741630414556,360,907.1741630414556,330,907.1741630414556,230
907.5816482504916,350,907.5816482504916,310,907.5816482504916,250
907.9891074405336,340,907.9891074405336,210,907.9891074405336,210
908.3965405887529,420,908.3965405887529,340,908.3965405887529,270
908.8039476723206,340,908.8039476723206,240,908.8039476723206,160
909.2113286684082,310,909.2113286684082,280,909.2113286684082,170
909.6186835541869,440,909.6186835541869,270,909.6186835541869,310
910.0260123068279,340,910.0260123068279,260,910.0260123068279,190
910.4333149035024,320,910.4333149035024,270,910.4333149035024,140
910.8405913213817,400,910.8405913213817,290,910.8405913213817,200
911.2478415376372,310,911.2478415376372,250,911.2478415376372,210
911.6550655294402,390,911.6550655294402,260,911.6550655294402,260
912.0622632739617,410,912.0622632739617,220,912.0622632739617,210
912.4694347483733,370,912.4694347483733,280,912.4694347483733,160
912.876579929846,330,912.876579929846,250,912.876579929846,100
913.2836987955513,350,913.2836987955513,290,913.2836987955513,160
913.6907913226603,330,913.6907913226603,260,913.6907913226603,220
914.0978574883445,270,914.0978574883445,250,914.0978574883445,150
914.5048972697748,370,914.5048972697748,280,914.5048972697748,170
914.9119106441228,310,914.9119106441228,290,914.9119106441228,180
915.3188975885596,270,915.3188975885596,260,915.3188975885596,210
915.7258580802566,270,915.7258580802566,240,915.7258580802566,210
916.132792096385,270,916.132792096385,310,916.132792096385,170
916.539699614116,260,916.539699614116,180,916.539699614116,70
916.9465806106209,320,916.9465806106209,210,916.9465806106209,140
917.3534350630712,300,917.3534350630712,180,917.3534350630712,120
917.7602629486378,270,917.7602629486378,230,917.7602629486378,170
918.1670642444922,150,918.1670642444922,160,918.1670642444922,160
918.5738389278056,250,918.5738389278056,200,918.5738389278056,170
918.9805869757495,260,918.9805869757495,230,918.9805869757495,190
919.3873083654947,270,919.3873083654947,270,919.3873083654947,210
919.7940030742129,250,919.7940030742129,210,919.7940030742129,180
920.2006710790752,190,920.2006710790752,240,920.2006710790752,150
920.607312357253,220,920.607312357253,160,920.607312357253,150
921.0139268859173,280,921.0139268859173,190,921.0139268859173,160
921.4205146422396,240,921.4205146422396,190,921.4205146422396,150
921.8270756033912,210,921.8270756033912,210,921.8270756033912,150
922.2336097465432,140,922.2336097465432,150,922.2336097465432,100
922.6401170488668,280,922.6401170488668,180,922.6401170488668,170
923.0465974875336,280,923.0465974875336,230,923.0465974875336,210
923.4530510397146,250,923.4530510397146,210,923.4530510397146,160
923.8594776825813,210,923.8594776825813,200,923.8594776825813,140
924.2658773933049,260,924.2658773933049,200,924.2658773933049,150
924.6722501490564,230,924.6722501490564,250,924.6722501490564,190
925.0785959270074,220,925.0785959270074,190,925.0785959270074,70
925.484914704329,250,925.484914704329,200,925.484914704329,110
925.8912064581925,220,925.8912064581925,180,925.8912064581925,150
926.2974711657694,200,926.2974711657694,210,926.2974711657694,120
926.7037088042305,190,926.7037088042305,140,926.7037088042305,100
927.1099193507475,120,927.1099193507475,60,927.1099193507475,80
927.5161027824915,200,927.5161027824915,170,927.5161027824915,160
927.9222590766337,250,927.9222590766337,120,927.9222590766337,120
928.3283882103456,300,928.3283882103456,220,928.3283882103456,120
928.7344901607983,220,928.7344901607983,230,928.7344901607983,90
929.140564905163,290,929.140564905163,240,929.140564905163,200
929.5466124206112,190,929.5466124206112,110,929.5466124206112,70
929.952632684314,230,929.952632684314,170,929.952632684314,130
930.3586256734427,180,930.3586256734427,140,930.3586256734427,80
930.7645913651686,260,930.7645913651686,220,930.7645913651686,170
931.170529736663,210,931.170529736663,210,931.170529736663,160
931.5764407650972,250,931.5764407650972,260,931.5764407650972,150
931.9823244276423,150,931.9823244276423,180,931.9823244276423,110
932.3881807014698,160,932.3881807014698,170,932.3881807014698,120
932.7940095637507,210,932.7940095637507,150,932.7940095637507,170
933.1998109916565,230,933.1998109916565,200,933.1998109916565,140
933.6055849623583,190,933.6055849623583,160,933.6055849623583,80
934.0113314530277,200,934.0113314530277,180,934.0113314530277,150
934.4170504408355,240,934.4170504408355,210,934.4170504408355,170
934.8227419029533,120,934.8227419029533,200,934.8227419029533,120
935.2284058165524,150,935.2284058165524,80,935.2284058165524,90
935.6340421588038,210,935.6340421588038,210,935.6340421588038,140
936.0396509068789,180,936.0396509068789,150,936.0396509068789,140
936.4452320379492,170,936.4452320379492,130,936.4452320379492,110
936.8507855291857,130,936.8507855291857,130,936.8507855291857,50
937.2563113577596,190,937.2563113577596,190,937.2563113577596,210
937.6618095008425,120,937.6618095008425,130,937.6618095008425,50
938.0672799356055,120,938.0672799356055,120,938.0672799356055,100
938.4727226392197,180,938.4727226392197,190,938.4727226392197,130
938.8781375888566,130,938.8781375888566,140,938.8781375888566,90
939.2835247616874,200,939.2835247616874,150,939.2835247616874,120
939.6888841348834,190,939.6888841348834,150,939.6888841348834,170
940.094215685616,140,940.094215685616,110,940.094215685616,140
940.4995193910561,100,940.4995193910561,80,940.4995193910561,40
940.9047952283753,150,940.9047952283753,110,940.9047952283753,130
941.3100431747447,150,941.3100431747447,140,941.3100431747447,180
941.7152632073357,140,941.7152632073357,210,941.7152632073357,60
942.1204553033194,230,942.1204553033194,210,942.1204553033194,160
942.5256194398673,150,942.5256194398673,140,942.5256194398673,80
942.9307555941506,130,942.9307555941506,130,942.9307555941506,110
943.3358637433405,200,943.3358637433405,90,943.3358637433405,90
943.7409438646082,190,943.7409438646082,170,943.7409438646082,100
944.145995935125,150,944.145995935125,170,944.145995935125,100
944.5510199320624,190,944.5510199320624,170,944.5510199320624,180
944.9560158325916,130,944.9560158325916,70,944.9560158325916,70
945.3609836138837,210,945.3609836138837,150,945.3609836138837,100
945.76592325311,270,945.76592325311,150,945.76592325311,170
946.1708347274418,210,946.1708347274418,220,946.1708347274418,130
946.5757180140505,150,946.5757180140505,150,946.5757180140505,170
946.9805730901073,170,946.9805730901073,160,946.9805730901073,120
947.3853999327832,180,947.3853999327832,110,947.3853999327832,160
947.79019851925,170,947.79019851925,80,947.79019851925,100
948.1949688266786,150,948.1949688266786,160,948.1949688266786,100
948.5997108322404,180,948.5997108322404,110,948.5997108322404,90
949.0044245131066,210,949.0044245131066,140,949.0044245131066,50
949.4091098464485,110,949.4091098464485,150,949.4091098464485,150
949.8137668094374,140,949.8137668094374,100,949.8137668094374,80
950.2183953792446,180,950.2183953792446,150,950.2183953792446,80
950.6229955330411,100,950.6229955330411,100,950.6229955330411,50
951.0275672479986,140,951.0275672479986,50,951.0275672479986,20
951.4321105012882,140,951.4321105012882,130,951.4321105012882,110
951.836625270081,130,951.836625270081,70,951.836625270081,40
952.2411115315485,130,952.2411115315485,110,952.2411115315485,100
952.6455692628618,140,952.6455692628618,70,952.6455692628618,40
953.0499984411924,160,953.0499984411924,90,953.0499984411924,90
953.4543990437114,190,953.4543990437114,200,953.4543990437114,150
953.8587710475899,170,953.8587710475899,110,953.8587710475899,110
954.2631144299996,160,954.2631144299996,140,954.2631144299996,70
954.6674291681115,100,954.6674291681115,100,954.6674291681115,100
955.0717152390969,150,955.0717152390969,120,955.0717152390969,100
955.475972620127,110,955.475972620127,120,955.475972620127,110
955.8802012883732,90,955.8802012883732,130,955.8802012883732,80
956.2844012210069,100,956.2844012210069,140,956.2844012210069,50
956.688572395199,100,956.688572395199,160,956.688572395199,120
957.092714788121,210,957.092714788121,210,957.092714788121,120
957.4968283769442,160,957.4968283769442,150,957.4968283769442,80
957.9009131388399,150,957.9009131388399,70,957.9009131388399,30
958.3049690509791,140,958.3049690509791,170,958.3049690509791,100
958.7089960905334,140,958.7089960905334,150,958.7089960905334,90
