wavelength,counts
839.18866,25500
839.60016,24930
840.01166,24220
840.4231,23520
840.83453,23390
841.24591,22680
841.65729,22480
842.06866,21590
842.47998,21130
842.8913,21150
843.30255,20160
843.71381,19240
844.12506,19310
844.53632,18840
844.94751,18110
845.35864,17890
845.76984,17530
846.18097,16980
846.59204,16360
847.00311,15850
847.41418,15970
847.82526,15400
848.23627,15320
848.64722,14960
849.05823,14500
849.46918,13740
849.88007,14050
850.29102,13100
850.70184,12410
851.11273,12340
851.52356,12050
851.93439,11800
852.34515,11130
852.75592,11170
853.16669,10780
853.57739,10260
853.9881,10280
854.39874,10180
854.80939,9770
855.22003,9190
855.63062,8960
856.0412,8860
856.45178,8600
856.8623,8200
857.27283,8000
857.68329,7960
858.09375,7450
858.50421,7460
858.91461,7200
859.32501,7160
859.73541,6550
860.14575,6690
860.55609,6520
860.96637,6320
861.37665,6040
861.78693,5900
862.19714,5850
862.60736,5850
863.01752,5410
863.42767,5070
863.83783,4850
864.24792,4930
864.65802,5060
865.06812,4610
865.47815,4630
865.88818,4480
866.29816,4080
866.70813,4020
867.1181,4010
867.52802,3940
867.93793,3830
868.34778,3810
868.75763,3660
869.16748,3550
869.57727,3380
869.98706,3100
870.39679,3150
870.80652,3070
871.21625,3000
871.62592,2800
872.03558,2910
872.44525,2790
872.85486,2930
873.26447,2520
873.67401,2550
874.08356,2460
874.49304,2380
874.90259,2350
875.31201,2340
875.7215,2110
876.13092,2200
876.54028,2060
876.94965,2080
877.35901,2220
877.76831,1990
878.17761,1740
878.58691,1900
878.99615,1790
879.4054,1790
879.81458,1780
880.22375,1730
880.63293,1520
881.04205,1500
881.45111,1550
881.86023,1300
882.26929,1560
882.67828,1290
883.08728,1240
883.49628,1420
883.90521,1280
884.31415,1210
884.72308,1290
885.13196,1290
885.54083,1320
885.94965,1160
886.35846,1190
886.76721,1210
887.17596,1040
887.58472,990
887.99341,940
888.4021,900
888.81079,1060
889.21942,1040
889.62799,960
890.03662,970
890.44513,1000
890.8537,910
891.26221,800
891.67065,930
892.0791,930
892.48755,730
892.896,770
893.30432,810
893.71271,680
894.12103,800
894.52936,660
894.93762,760
895.34589,760
895.75409,750
896.16229,670
896.5705,710
896.97864,700
897.38678,660
897.79486,680
898.20294,600
898.61102,660
899.01904,550
899.427,630
899.83502,590
900.24298,580
900.65088,500
901.05878,400
901.46667,480
901.87451,490
902.28235,430
902.69012,490
903.0979,460
903.50562,440
903.91333,460
904.32104,450
904.7287,480
905.13635,450
905.54395,470
905.95154,390
906.35913,420
906.76666,390
907.17413,360
907.58167,350
907.98914,340
908.39655,420
908.80396,340
909.2113,310
909.61871,440
910.026,340
910.43329,320
910.84058,400
911.24786,310
911.65509,390
912.06226,410
912.46942,370
912.87659,330
913.28369,350
913.6908,330
914.09784,270
914.50488,370
914.91193,310
915.31891,270
915.72583,270
916.13281,270
916.53967,260
916.94659,320
917.35345,300
917.76025,270
918.16705,150
918.57385,250
918.98059,260
919.38733,270
919.79401,250
920.20068,190
920.6073,220
921.01392,280
921.42053,240
921.82709,210
922.23358,140
922.64014,280
923.04657,280
923.45306,250
923.8595,210
924.26587,260
924.67224,230
925.07861,220
925.48492,250
925.89124,220
926.29749,200
926.70374,190
927.10992,120
927.51611,200
927.92224,250
928.32837,300
928.7345,220
929.14056,290
929.54663,190
929.95264,230
930.35864,180
930.76459,260
931.17053,210
931.57642,250
931.9823,150
932.38818,160
932.79401,210
933.19983,230
933.60559,190
934.01135,200
934.41705,240
934.82275,120
935.22839,150
935.63403,210
936.03967,180
936.44525,170
936.85077,130
937.25629,190
937.6618,120
938.06726,120
938.47272,180
938.87811,130
939.28351,200
939.6889,190
940.09424,140
940.49951,100
940.90479,150
941.31006,150
941.71527,140
942.12048,230
942.52563,150
942.93073,130
943.33588,200
943.74097,190
944.146,150
944.55103,190
944.95599,130
945.36096,210
945.76593,270
946.17084,210
946.57574,150
946.98059,170
947.38538,180
947.79022,170
948.19495,150
948.59973,180
949.00439,210
949.40912,110
949.81378,140
950.21838,180
950.62299,100
951.02759,140
951.43213,140
951.83661,130
952.24109,130
952.64557,140
953.04999,160
953.45441,190
953.85876,170
954.26312,160
954.66742,100
955.07172,150
955.47595,110
955.88019,90
956.28442,100
956.6886,100
957.09271,210
957.49683,160
957.90094,150
958.30499,140
958.70898,140
959.11298,140
959.51697,80
959.9209,160
960.32483,70
960.7287,230
961.13257,170
961.53638,190
961.94019,110
962.34393,110
962.74768,80
963.15137,130
963.55505,160
963.95874,200
964.3623,140
964.76593,140
965.16949,100
965.573,70
965.9765,80
966.38,140
966.78345,150
967.18683,150
967.59021,160
967.99359,180
968.39691,120
968.80023,200
969.20349,130
969.60675,150
970.00995,170
970.41315,110
970.81628,130
971.21936,80
971.6225,130
972.02551,110
972.42859,100
972.8316,90
973.23456,80
973.63751,90
974.04041,140
974.4433,90
974.84613,90
975.24896,70
975.65173,80
976.0545,30
976.45728,80
976.85999,120
977.26263,110
977.66528,160
978.06787,80
978.47046,80
978.87305,170
979.27557,140
979.67804,80
980.08051,170
980.48297,140
980.88538,130
981.28772,150
981.69006,110
982.09241,160
982.49469,140
982.89691,90
983.29913,160
983.70135,110
984.10352,120
984.50562,110
984.90771,170
985.30981,160
985.71185,140
986.11383,100
986.51581,170
986.91779,80
987.3197,140
987.72156,110
988.12347,90
988.52527,120
988.92706,170
989.32886,100
989.73059,90
990.13226,120
990.53394,10
990.93561,130
991.33722,130
991.73877,180
992.14032,40
992.54187,150
992.94336,160
993.34479,190
993.74622,60
994.14764,70
994.54901,120
994.95032,150
995.35162,120
995.75293,130
996.15417,160
996.55536,50
996.95654,170
997.35767,180
997.75879,120
998.15991,100
998.56097,110
998.96198,160
999.36298,150
999.76392,150
1000.1649,150
1000.5657,120
1000.9666,60
1001.3675,140
1001.7682,110
1002.1691,150
1002.5698,130
1002.9705,150
1003.3712,170
1003.7719,130
1004.1724,60
1004.5731,90
1004.9736,210
1005.3741,110
1005.7746,90
1006.175,30
1006.5755,40
1006.9759,110
1007.3762,190
1007.7766,140
1008.1769,100
1008.5771,160
