wavelength,counts
840.83453,16130
841.24591,15520
841.65729,15260
842.06866,14610
842.47998,14770
842.8913,14010
843.30255,13820
843.71381,13710
844.12506,13080
844.53632,13150
844.94751,12750
845.35864,12420
845.76984,11890
846.18097,11500
846.59204,11060
847.00311,10730
847.41418,10830
847.82526,10510
848.23627,9780
848.64722,9790
849.05823,9570
849.46918,9140
849.88007,8910
850.29102,8740
850.70184,8400
851.11273,8300
851.52356,8240
851.93439,7880
852.34515,7310
852.75592,7350
853.16669,7070
853.57739,7180
853.9881,6650
854.39874,6420
854.80939,6270
855.22003,6050
855.63062,5970
856.0412,5740
856.45178,5330
856.8623,5430
857.27283,5210
857.68329,5330
858.09375,4740
858.50421,4680
858.91461,4490
859.32501,4380
859.73541,4450
860.14575,4080
860.55609,4190
860.96637,3790
861.37665,3690
861.78693,3710
862.19714,3420
862.60736,3390
863.01752,3250
863.42767,3190
863.83783,3020
864.24792,3160
864.65802,2970
865.06812,3110
865.47815,2870
865.88818,2560
866.29816,2740
866.70813,2540
867.1181,2510
867.52802,2410
867.93793,2350
868.34778,2220
868.75763,2290
869.16748,2110
869.57727,2020
869.98706,2010
870.39679,1910
870.80652,1830
871.21625,1820
871.62592,1610
872.03558,1680
872.44525,1690
872.85486,1660
873.26447,1550
873.67401,1630
874.08356,1570
874.49304,1450
874.90259,1300
875.31201,1460
875.7215,1270
876.13092,1290
876.54028,1330
876.94965,1210
877.35901,1150
877.76831,1060
878.17761,1100
878.58691,1130
878.99615,940
879.4054,910
879.81458,900
880.22375,1030
880.63293,910
881.04205,850
881.45111,890
881.86023,740
882.26929,770
882.67828,710
883.08728,840
883.49628,810
883.90521,740
884.31415,660
884.72308,680
885.13196,760
885.54083,660
885.94965,750
886.35846,700
886.76721,590
887.17596,700
887.58472,560
887.99341,570
888.4021,690
888.81079,600
889.21942,510
889.62799,470
890.03662,530
890.44513,630
890.8537,490
891.26221,550
891.67065,560
892.0791,530
892.48755,470
892.896,440
893.30432,400
893.71271,500
894.12103,500
894.52936,360
894.93762,400
895.34589,420
895.75409,460
896.16229,410
896.5705,460
896.97864,430
897.38678,410
897.79486,380
898.20294,370
898.61102,380
899.01904,340
899.427,300
899.83502,290
900.24298,280
900.65088,220
901.05878,280
901.46667,320
901.87451,240
902.28235,330
902.69012,260
903.0979,300
903.50562,280
903.91333,210
904.32104,220
904.7287,300
905.13635,230
905.54395,280
905.95154,200
906.35913,310
906.76666,270
907.17413,230
907.58167,250
907.98914,210
908.39655,270
908.80396,160
909.2113,170
909.61871,310
910.026,190
910.43329,140
910.84058,200
911.24786,210
911.65509,260
912.06226,210
912.46942,160
912.87659,100
913.28369,160
913.6908,220
914.09784,150
914.50488,170
914.91193,180
915.31891,210
915.72583,210
916.13281,170
916.53967,70
916.94659,140
917.35345,120
917.76025,170
918.16705,160
918.57385,170
918.98059,190
919.38733,210
919.79401,180
920.20068,150
920.6073,150
921.01392,160
921.42053,150
921.82709,150
922.23358,100
922.64014,170
923.04657,210
923.45306,160
923.8595,140
924.26587,150
924.67224,190
925.07861,70
925.48492,110
925.89124,150
926.29749,120
926.70374,100
927.10992,80
927.51611,160
927.92224,120
928.32837,120
928.7345,90
929.14056,200
929.54663,70
929.95264,130
930.35864,80
930.76459,170
931.17053,160
931.57642,150
931.9823,110
932.38818,120
932.79401,170
933.19983,140
933.60559,80
934.01135,150
934.41705,170
934.82275,120
935.22839,90
935.63403,140
936.03967,140
936.44525,110
936.85077,50
937.25629,210
937.6618,50
938.06726,100
938.47272,130
938.87811,90
939.28351,120
939.6889,170
940.09424,140
940.49951,40
940.90479,130
941.31006,180
941.71527,60
942.12048,160
942.52563,80
942.93073,110
943.33588,90
943.74097,100
944.146,100
944.55103,180
944.95599,70
945.36096,100
945.76593,170
946.17084,130
946.57574,170
946.98059,120
947.38538,160
947.79022,100
948.19495,100
948.59973,90
949.00439,50
949.40912,150
949.81378,80
950.21838,80
950.62299,50
951.02759,20
951.43213,110
951.83661,40
952.24109,100
952.64557,40
953.04999,90
953.45441,150
953.85876,110
954.26312,70
954.66742,100
955.07172,100
955.47595,110
955.88019,80
956.28442,50
956.6886,120
957.09271,120
957.49683,80
957.90094,30
958.30499,100
958.70898,90
959.11298,60
959.51697,50
959.9209,50
960.32483,60
960.7287,110
961.13257,140
961.53638,90
961.94019,50
962.34393,120
962.74768,30
963.15137,90
963.55505,50
963.95874,70
964.3623,100
964.76593,120
965.16949,70
965.573,90
965.9765,100
966.38,110
966.78345,120
967.18683,90
967.59021,110
967.99359,110
968.39691,60
968.80023,120
969.20349,50
969.60675,80
970.00995,130
970.41315,10
970.81628,80
971.21936,30
971.6225,100
972.02551,50
972.42859,70
972.8316,80
973.23456,10
973.63751,80
974.04041,40
974.4433,90
974.84613,120
975.24896,60
975.65173,70
976.0545,80
976.45728,10
976.85999,90
977.26263,80
977.66528,100
978.06787,20
978.47046,50
978.87305,60
979.27557,40
979.67804,-10
980.08051,50
980.48297,0
980.88538,80
981.28772,130
981.69006,100
982.09241,110
982.49469,80
982.89691,70
983.29913,120
983.70135,80
984.10352,30
984.50562,50
984.90771,110
985.30981,120
985.71185,50
986.11383,40
986.51581,90
986.91779,50
987.3197,90
987.72156,70
988.12347,70
988.52527,60
988.92706,100
989.32886,80
989.73059,70
990.13226,100
990.53394,0
990.93561,10
991.33722,70
991.73877,90
992.14032,60
992.54187,30
992.94336,90
993.34479,90
993.74622,10
994.14764,60
994.54901,100
994.95032,110
995.35162,50
995.75293,20
996.15417,120
996.55536,0
996.95654,60
997.35767,70
997.75879,50
998.15991,60
998.56097,50
998.96198,120
999.36298,40
999.76392,70
1000.1649,90
1000.5657,90
1000.9666,60
1001.3675,60
1001.7682,110
1002.1691,100
1002.5698,-10
1002.9705,30
1003.3712,100
1003.7719,40
1004.1724,30
1004.5731,10
1004.9736,130
1005.3741,80
1005.7746,100
1006.175,20
1006.5755,70
1006.9759,130
1007.3762,30
1007.7766,100
1008.1769,130
1008.5771,90
