405.23318	280099	
405.28183	282936	
405.33051	283433	
405.37915	283748	
405.4278	283608	
405.47647	283948	
405.52512	285134	
405.57379	284968	
405.62244	285780	
405.67108	285723	
405.71976	286361	
405.7684	285710	
405.81705	286164	
405.86572	286879	
405.91437	287319	
405.96301	287302	
406.01166	286953	
406.0603	286702	
406.10898	287322	
406.15762	287420	
406.20627	287110	
406.25491	287795	
406.30356	288054	
406.3522	288460	
406.40085	289160	
406.44949	288682	
406.49814	288310	
406.54678	289101	
406.59543	288569	
406.64407	289488	
406.69272	289403	
406.74136	289608	
406.78998	290066	
406.83862	289262	
406.88727	290261	
406.93591	290390	
406.98456	291095	
407.03317	290099	
407.08182	291653	
407.13046	290990	
407.17908	290765	
407.22772	290764	
407.27637	291764	
407.32498	291917	
407.37363	291938	
407.42227	292264	
407.47089	292653	
407.51953	292708	
407.56815	292230	
407.61679	292261	
407.66541	293089	
407.71405	292846	
407.76266	293699	
407.81128	293837	
407.85992	294739	
407.90854	293321	
407.95715	292963	
408.0058	294204	
408.05441	293580	
408.10303	294590	
408.15164	295474	
408.20029	296028	
408.2489	295218	
408.29752	295101	
408.34613	294582	
408.39474	295541	
408.44336	296057	
408.492	297526	
408.54062	296449	
408.58923	296951	
408.63785	297225	
408.68646	297631	
408.73508	297157	
408.78369	296853	
408.83228	296653	
408.88089	298472	
408.9295	297765	
408.97812	298319	
409.02673	298384	
409.07535	298546	
409.12396	299456	
409.17255	298131	
409.22116	298751	
409.26978	300084	
409.31836	299573	
409.36697	298955	
409.41559	299590	
409.46417	299640	
409.51279	300407	
409.5614	300681	
409.60999	300953	
409.6586	301063	
409.70718	301425	
409.7558	300957	
409.80438	302121	
409.853	302171	
409.90158	302164	
409.95016	302367	
409.99878	301876	
410.04736	302163	
410.09598	303835	
410.14456	301839	
410.19315	302346	
410.24173	302573	
410.29034	303889	
410.33893	303576	
410.38751	303950	
410.4361	304886	
410.48468	302705	
410.53326	304172	
410.58188	304954	
410.63046	306061	
410.67905	305432	
410.72763	304780	
410.77621	306006	
410.8248	306197	
410.87338	306923	
410.92197	307047	
410.97055	307846	
411.0191	307424	
411.06769	307888	
411.11627	307200	
411.16486	308349	
411.21344	309110	
411.26199	309696	
411.31058	308971	
411.35916	308342	
411.40775	310539	
411.4563	311138	
411.50488	311287	
411.55347	311771	
411.60202	312319	
411.6506	312574	
411.69916	313216	
411.74774	313538	
411.7963	313726	
411.84488	315135	
411.89343	314571	
411.94202	316126	
411.99057	318562	
412.03915	318298	
412.08771	319931	
412.13626	321962	
412.18484	322052	
412.2334	324927	
412.28195	327623	
412.33051	329778	
412.37909	332038	
412.42764	335418	
412.4762	339408	
412.52475	342839	
412.5733	345701	
412.62186	349149	
412.67041	354153	
412.71896	361185	
412.76752	366549	
412.81607	374619	
412.86462	382554	
412.91318	390613	
412.96173	399049	
413.01028	408214	
413.05884	421998	
413.10739	433542	
413.15594	447232	
413.20447	463480	
413.25302	477819	
413.30157	495711	
413.35013	510842	
413.39865	530141	
413.4472	546773	
413.49576	567981	
413.54428	584385	
413.59283	598461	
413.64139	616284	
413.68991	629188	
413.73846	641786	
413.78699	652149	
413.83554	663463	
413.88406	673299	
413.93262	686067	
413.98114	692424	
414.02966	701784	
414.07822	711401	
414.12674	719853	
414.17526	728608	
414.22382	734937	
414.27234	745165	
414.32086	753502	
414.36938	760790	
414.41791	770635	
414.46646	778981	
414.51498	785775	
414.56351	796133	
414.61203	805574	
414.66055	816273	
414.70908	825173	
414.7576	835785	
414.80612	846107	
414.85464	853527	
414.90317	865565	
414.95169	874317	
415.00021	882685	
415.04871	894723	
415.09723	908591	
415.14575	919763	
415.19427	928242	
415.2428	945195	
415.29129	949525	
415.33981	966508	
415.38834	972779	
415.43683	984839	
415.48535	996521	
415.53384	1.01126e+06	
415.58237	1.01722e+06	
415.63089	1.02863e+06	
415.67938	1.04385e+06	
415.72791	1.05164e+06	
415.7764	1.06479e+06	
415.82489	1.07564e+06	
415.87341	1.08468e+06	
415.92191	1.0968e+06	
415.97043	1.11201e+06	
416.01892	1.12347e+06	
416.06741	1.13137e+06	
416.11594	1.14363e+06	
416.16443	1.15131e+06	
416.21292	1.15848e+06	
416.26141	1.16561e+06	
416.30991	1.17618e+06	
416.35843	1.18826e+06	
416.40692	1.19014e+06	
416.45541	1.19596e+06	
416.50391	1.20704e+06	
416.5524	1.20877e+06	
416.60089	1.21197e+06	
416.64938	1.21897e+06	
416.69788	1.22098e+06	
416.74637	1.22946e+06	
416.79486	1.23177e+06	
416.84335	1.23527e+06	
416.89182	1.24101e+06	
416.94031	1.2427e+06	
416.9888	1.24468e+06	
417.03729	1.24968e+06	
417.08578	1.25031e+06	
417.13425	1.25557e+06	
417.18274	1.26039e+06	
417.23123	1.25866e+06	
417.27969	1.26088e+06	
417.32819	1.26425e+06	
417.37668	1.26405e+06	
417.42514	1.26842e+06	
417.47363	1.27058e+06	
417.52209	1.27826e+06	
417.57059	1.27673e+06	
417.61905	1.27981e+06	
417.66754	1.28614e+06	
417.716	1.28425e+06	
417.76447	1.28786e+06	
417.81296	1.29448e+06	
417.86142	1.29437e+06	
417.90988	1.30146e+06	
417.95837	1.30255e+06	
418.00684	1.3072e+06	
418.0553	1.31364e+06	
418.10376	1.31575e+06	
418.15222	1.31621e+06	
418.20071	1.32009e+06	
418.24918	1.32499e+06	
418.29764	1.32695e+06	
418.3461	1.33313e+06	
418.39456	1.33272e+06	
418.44302	1.33982e+06	
418.49149	1.3416e+06	
418.53995	1.34642e+06	
418.58841	1.35437e+06	
418.63687	1.35738e+06	
418.6853	1.35562e+06	
418.73376	1.36402e+06	
418.78223	1.36442e+06	
418.83069	1.36612e+06	
418.87915	1.37156e+06	
418.92758	1.37435e+06	
418.97604	1.37756e+06	
419.02451	1.37893e+06	
419.07294	1.3858e+06	
419.1214	1.3881e+06	
419.16986	1.38733e+06	
419.21829	1.39555e+06	
419.26675	1.39962e+06	
419.31519	1.40423e+06	
419.36365	1.40809e+06	
419.41208	1.4065e+06	
419.46051	1.41032e+06	
419.50897	1.41806e+06	
419.5574	1.42036e+06	
419.60587	1.42233e+06	
419.6543	1.42252e+06	
419.70273	1.42797e+06	
419.75116	1.42979e+06	
419.79962	1.44055e+06	
419.84805	1.44e+06	
419.89648	1.44462e+06	
419.94492	1.44929e+06	
419.99335	1.44967e+06	
420.04178	1.44901e+06	
420.09021	1.45313e+06	
420.13867	1.45479e+06	
420.1871	1.45919e+06	
420.23553	1.46128e+06	
