199.51445	0
199.52791	0
199.54137	0
199.55481	0
199.56827	0
199.58173	0
199.59518	0
199.60864	0
199.6221	0
199.63556	0
199.64902	0
199.66248	0
199.67593	0
199.68939	0
199.70285	0
199.71631	0
199.72977	0
199.74324	0
199.7567	0
199.77016	0
199.78362	0
199.79709	0
199.81055	0
199.82401	0
199.83748	0
199.85094	0
199.86441	0
199.87787	0
199.89134	0
199.90482	0
199.91827	0
199.93175	0
199.94521	0
199.95868	0
199.97215	0
199.98563	0
199.99908	0
200.01256	0
200.02603	0
200.03951	0
200.05298	0
200.06645	0
200.07993	0
200.0934	0
200.10687	0
200.12035	0
200.13382	0
200.14729	0
200.16078	0
200.17426	0
200.18773	0
200.2012	0
200.21469	0
200.22816	0
200.24164	0
200.25513	0
200.2686	0
200.28207	0
200.29556	0
200.30904	0
200.32253	-2.34345
200.33601	2.4291
200.34949	-1.30674
200.36298	0.601855
200.37646	3.73329
200.38994	6.55925
200.40343	-1.95479
200.41692	-7.38709
200.4304	-1.07073
200.44388	-2.68807
200.45737	-0.522284
200.47086	1.41125
200.48434	-0.0714384
200.49783	-2.78561
200.51132	-0.483751
200.52481	4.26537
200.5383	1.63732
200.55179	-0.846048
200.56528	-4.84653
200.57877	-5.10729
200.59227	-2.39248
200.60576	2.15272
200.61925	1.43137
200.63274	4.78315
200.64624	-5.73712
200.65973	-7.4613
200.67322	-3.65778
200.68672	-1.73653
200.70021	3.23225
200.71371	4.64369
200.7272	-2.70829
200.74071	17.5721
200.7542	62.8128
200.7677	21.5758
200.78119	6.00708
200.79469	1.63581
200.8082	4.74682
200.82169	1.93732
200.83519	-3.03576
200.84869	2.45358
200.8622	5.32728
200.8757	1.93323
200.88919	-2.09519
200.90269	-1.05897
200.9162	-7.26543
200.9297	-7.62428
200.94321	7.31508
200.95671	-2.22833
200.97021	0.372753
200.98372	4.52241
200.99724	0.325838
201.01074	-1.05143
201.02425	-4.63176
201.03775	1.78995
201.05125	4.9406
201.06477	-4.86701
201.07828	-6.9038
201.09178	-0.752756
201.1053	-0.645335
201.1188	-3.58302
201.13231	2.04108
201.14583	3.57956
201.15933	3.56061
201.17285	-1.69593
201.18637	4.77339
201.19987	-5.24404
201.21339	-5.55971
201.2269	-5.9543
201.24042	3.98197
201.25394	-1.85673
201.26746	2.94104
201.28096	3.3566
201.29448	-1.40814
201.308	-5.64029
201.32152	-0.809773
201.33504	2.60913
201.34856	-5.38509
201.36208	1.6989
201.3756	-3.39297
201.38911	1.28806
201.40263	2.39813
201.41615	0.217597
201.42967	1.71125
201.44319	-2.84601
201.45671	-1.08479
201.47025	3.02955
201.48376	1.85669
201.49728	-3.39799
201.51082	-0.721091
201.52434	-0.0211766
201.53786	-5.80752
201.55139	-12.1399
201.56491	-1.94567
201.57845	5.12695
201.59196	7.39409
201.6055	1.33566
201.61902	-5.63371
201.63255	-6.21725
201.64609	8.22019
201.65961	38.1644
201.67314	49.4083
201.68668	8.55862
201.7002	-0.175115
201.71373	-1.86985
201.72726	-1.53422
201.7408	-3.14258
201.75433	-3.36912
201.76787	-1.97666
201.7814	8.0981
201.79494	7.28787
201.80847	-4.87861
201.82201	-2.66102
201.83554	-0.740268
201.84908	-8.9097
201.86261	3.07696
201.87614	-6.2989
201.88969	-7.3755
201.90323	-5.15073
201.91676	-0.510152
201.93031	0.791331
201.94385	-6.75083
201.95738	-2.62791
201.97093	-7.37109
201.98447	7.18334
201.99802	-3.61174
202.01155	-5.28618
202.0251	0.0395262
202.03864	-2.95742
202.05219	-0.884564
202.06572	-1.81091
202.07927	-1.74863
202.09282	-4.70643
202.10637	-7.50219
202.1199	0.692634
202.13345	2.89396
202.147	-0.349237
202.16055	-2.89748
202.1741	0.477368
202.18765	-5.73245
202.2012	-4.19593
202.21475	-8.11588
202.2283	-7.37499
202.24185	-7.5295
202.2554	4.04527
202.26895	-8.78498
202.2825	2.22186
202.29605	0.240722
202.3096	-3.35739
202.32317	1.18573
202.33672	-1.12579
202.35027	-1.27128
202.36383	-1.86785
202.37738	2.2271
202.39093	-2.38963
202.4045	3.17296
202.41805	-8.03853
202.43161	-0.153314
202.44516	2.75018
202.45872	-0.0853649
202.47229	-2.48371
202.48584	1.71674
202.4994	-9.54918
202.51297	22.9072
202.52652	23.3371
202.54008	2.39963
202.55365	6.36109
202.56721	2.67354
202.58078	0.869336
202.59433	0.245221
202.60789	-3.2864
202.62146	7.23552
202.63503	10.5603
202.64859	-3.43513
202.66216	-0.624881
202.67572	10.0397
202.6893	-4.79867
202.70287	-7.56909
202.71643	1.42739
202.73	-3.83795
202.74356	-4.25634
202.75714	2.05406
202.77071	-3.9062
202.78427	-12.5749
202.79785	-4.64336
202.81142	-3.25426
202.825	5.63043
202.83856	2.39615
202.85214	-0.716303
202.86571	-7.22985
202.87929	-4.6359
202.89285	3.59097
202.90643	4.24502
202.92001	-4.37509
202.93358	2.73789
202.94716	0.400955
202.96074	-5.96528
202.97432	5.14943
202.98788	1.92693
203.00146	7.26437
203.01505	-3.3732
203.02863	7.46371
203.04221	-1.52682
203.05579	5.34105
203.06937	7.20621
203.08295	9.13159
203.09653	5.40613
203.11011	0.45988
203.1237	8.01922
203.13728	-0.502769
203.15086	-0.564246
203.16444	8.45519
203.17804	-1.11073
203.19162	4.04276
203.2052	-5.78197
203.2188	4.19919
203.23238	3.23314
203.24597	4.11001
203.25955	5.24535
203.27315	-1.79649
203.28673	-5.24426
203.30032	-5.34101
203.3139	0.745258
203.3275	3.08034
203.34109	1.10661
203.35468	0.683444
203.36827	-0.453903
203.38187	5.26427
203.39546	5.97068
203.40906	-2.31427
203.42264	4.13936
203.43623	-0.9683
203.44983	2.09666
203.46342	0.167085
203.47702	26.2811
203.49062	56.5845
203.50421	24.0438
203.51782	4.16004
203.53142	-3.72859
203.54501	-2.23647
203.55861	-3.80266
203.5722	3.13066
203.58582	3.67603
203.59941	-0.152191
203.61301	6.35215
203.62662	1.93267
203.64021	-2.28386
203.65381	11.1347
203.66742	-0.719844
203.68102	1.6781
203.69463	6.99191
203.70824	3.9623
203.72183	-8.9662
203.73544	-4.97891
203.74904	6.34392
203.76265	-1.01786
203.77626	0.537758
203.78987	2.54115
203.80347	-5.39437
203.81708	-7.51072
203.83069	-0.944884
203.8443	6.86073
203.85791	-1.32294
203.87152	-3.24083
203.88513	-0.466711
203.89874	-7.13496
203.91235	8.21202
203.92596	-4.06063
203.93958	-7.98505
203.95319	-6.51031
203.96681	5.98363
203.98042	-5.51279
203.99403	-3.38973
204.00764	5.16697
204.02127	32.0878
204.03488	40.6924
204.04851	32.1036
204.06212	10.1685
204.07573	-1.91852
204.08936	5.87484
204.10297	-0.33706
204.11659	-1.52772
204.13022	-1.95298
204.14383	-5.11254
204.15746	1.37664
204.17108	8.40081
204.18469	12.1353
204.19832	26.8963
204.21194	15.6353
204.22557	2.11041
204.2392	-0.0543637
204.25281	-1.04243
204.26643	2.50707
204.28006	-5.58551
204.29369	1.14156
204.30731	-9.94595
204.32094	-7.85354
204.33456	7.7861
204.34821	-5.39581
204.36183	-12.5991
204.37546	1.20365
204.38908	0.175078
204.40271	-1.54761
204.41635	0.0662706
204.42998	0.838876
204.4436	2.28012
204.45724	3.34027
204.47087	0.306842
204.48451	-0.266352
204.49814	-6.54949
204.51178	-4.3598
204.52541	-2.39133
204.53905	-7.12198
204.55267	3.34374
204.56631	9.34002
204.57996	33.2625
204.59358	46.1696
204.60722	7.61865
204.62086	0.901894
204.63451	0.297313
204.64815	-3.98351
204.66179	3.11809
204.67543	1.30925
204.68906	-1.3968
204.7027	1.40982
204.71634	-5.51194
204.73	-7.21803
204.74364	0.757191
204.75728	-4.47835
204.77092	-5.57002
204.78456	11.933
204.7982	8.44537
204.81186	1.42133
204.8255	-2.00701
204.83914	-8.86335
